CustomerID,TenureMonths,MonthlyCharges,ContractType,InternetService,PaymentMethod,Churn
CUST100925,50.0,53.06,Two year,No,Mailed check,Yes
CUST105404,N/A,31.05,Month-to-month,DSL,Electronic check,Yes
CUST110558,12.0,92.67,Month-to-month,Fiber optic,Electronic check,
CUST108166,2.0,64.49,One year,Fiber optic,Credit card,Yes
CUST102213,11.0,,Month-to-month,Fiber optic,Credit card,No
CUST107539,19.0,75.73,Month-to-month,,Mailed check,Yes
CUST106527,7.0,93.66,One year,Fiber optic,Electronic check,No
CUST100145,28.0,84.32,Two year,DSL,Bank transfer,No
CUST110926,30.0,109.67,Month-to-month,Fiber optic,Credit card,No
CUST102084,32.0,84.49,Month-to-month,DSL,Mailed check,No
CUST108015,19.0,36.93,Two year,Fiber optic,Bank transfer,No
CUST104702,59.0,115.08,Two year,DSL,Credit card,No
CUST102627,24.0,29.87,One year,No,Bank transfer,No
CUST100736,20.0,98.2,Month-to-month,,Electronic check,Yes
CUST109181,9.0,52.73,Month-to-month,Fiber optic,Mailed check,No
CUST107872,51.0,27.88,Month-to-month,Fiber optic, electronic check ,No
CUST100961,12.0,,Month-to-month,Fiber optic,Credit card,NO 
CUST108855,18.0,54.87,Two year,Fiber optic,Credit card,No
CUST109929,14.0,39.53,One year,DSL,Bank transfer,
CUST100649,6.0,100.99,Month-to-month,No,Bank transfer,No
CUST100685,6.0,36.9,Month-to-month,Fiber optic,Electronic check,No
CUST110990,65.0,92.52,Month-to-month,Fiber optic,Electronic check,No
CUST102363,N/A,37.94,One year,DSL,Bank transfer,NO 
CUST102517,26.0,78.04,Month-to-month,DSL,Bank transfer,Yes
CUST100605,19.0,58.59,Month-to-month,No,Mailed check,Yes
CUST102773,19.0,31.88,One year,DSL,Bank transfer,No
CUST101999,21.0,84.48,One year,No,Bank transfer,No
CUST104399,23.0,106.42,Month-to-month,,Credit card,No
CUST100029,41.0,96.17,One year,DSL,,No
CUST107039,5.0,,Month-to-month,DSL,Electronic check,Yes
CUST110618,38.0,62.45,One year,DSL,Credit card,
CUST109894,58.0,105.72,One year,Fiber optic,Credit card,No
CUST109298,20.0,33.34,Month-to-month,Fiber optic,Mailed check,No
CUST103893,20.0,58.82,Two year,DSL,Electronic check,No
CUST100633,7.0,30.04,Month-to-month,No,Electronic check,No
CUST107569,19.0,51.67,Month-to-month,Fiber optic,Electronic check,No
CUST101087,19.0,111.18,Month-to-month,DSL,Mailed check, yes
CUST104986,17.0,78.2,One year,,Mailed check,Yes
CUST101744,0.0,98.05,Month-to-month,Fiber optic, electronic check ,Yes
CUST107867,23.0,112.24,One year,DSL,Electronic check,No
CUST109341,16.0,58.78,Month-to-month,Fiber optic,Bank transfer,No
CUST100316,30.0,25.98,Month-to-month,Fiber optic,,No
CUST104467,6.0,37.57,Month-to-month,DSL,Bank transfer,No
CUST105388,26.0,,One year,No,Credit card,No
CUST103888,8.0,77.29,Two year,DSL,Credit card,Yes
CUST108790,16.0,37.1,Month-to-month,,Mailed check, yes
CUST100617,14.0,27.06,Two year,DSL,Electronic check,Yes
CUST108007,31.0,35.49,Month-to-month,Fiber optic,Mailed check,No
CUST108179,19.0,71.41,One year,No,Electronic check,Yes
CUST109035,13.0,88.59,Month-to-month,,Credit card,Yes
CUST108359,37.0,39.62,Month-to-month,Fiber optic,,No
CUST107445,11.0,86.7,Month-to-month,Fiber optic,,Yes
CUST101453,31.0,62.66,Two year,Fiber optic,Mailed check,Yes
CUST102406,44.0,89.08,Month-to-month,DSL,Electronic check,No
CUST109754,20.0,33.09,Month-to-month,DSL,Electronic check,No
CUST104981,37.0,108.74,One year,No,,No
CUST104214,12.0,24.68,Month-to-month,Fiber optic,Bank transfer,Yes
CUST103624,42.0,39.8,One year,No,Credit card,
CUST106456,7.0,76.55,Month-to-month,DSL,Mailed check,
CUST105722,9.0,84.66,Month-to-month,Fiber optic,Electronic check,Yes
CUST109065,,112.35,Month-to-month,DSL,Electronic check,No
CUST109966,56.0,59.56,Month-to-month,DSL, electronic check ,No
CUST109984,49.0,69.77,Two year,Fiber optic,Bank transfer,Yes
CUST110342,16.0,73.23,Two year,DSL,Credit card,No
CUST110025,0.0,105.17,month to month,No,Bank transfer,Yes
CUST109425,6.0,75.49,month to month,DSL,Credit card,No
CUST105861,3.0,31.37,One year,DSL,Mailed check,No
CUST107258,4.0,77.31,,DSL,Mailed check,Yes
CUST109093,4.0,37.36,Month-to-month,DSL,Bank transfer,
CUST108786,20.0,65.38,Month-to-month,DSL,Electronic check,No
CUST103269,21.0,97.72,Month-to-month,No,,No
CUST107439,7.0,32.71,One year,No,Electronic check,Yes
CUST103012,12.0,35.89,Two year,Fiber optic,Bank transfer,No
CUST110452,11.0,82.52,One year,No,Bank transfer,No
CUST106008,21.0,109.04,One year,DSL,Mailed check,No
CUST101254,37.0,25.15,Two year,Fiber optic,Credit card,
CUST100040,35.0,20.15,Month-to-month,DSL,Mailed check,No
CUST109531,14.0,115.18,Two year,DSL, electronic check ,No
CUST102070,1.0,101.95,Month-to-month,Fiber optic,Electronic check,No
CUST110119,13.0,79.13,Two year,Fiber optic,,No
CUST105975,23.0,109.88,Two year,Fiber optic,Electronic check,Yes
CUST106110,11.0,37.88,Month-to-month,Fiber optic,Credit card,No
CUST104182,32.0,,Month-to-month,No,,No
CUST110034,78.0,37.31,Two year,No,Bank transfer,No
CUST105595,69.0,62.42,One year,DSL,Mailed check,No
CUST107621,14.0,73.9,One year,DSL,Credit card,No
CUST110223,14.0,45.32,One year,DSL,Credit card,No
CUST110084,59.0,30.77,Two year,Fiber optic,Electronic check, yes
CUST105386,0.0,58.66,Two year,DSL,Bank transfer,NO 
CUST104750,23.0,unknown,One year,DSL,Mailed check,No
CUST103214,1.0,89.56,Month-to-month,DSL,Electronic check,No
CUST110506,3.0,37.25,Month-to-month,Fiber optic,Electronic check,No
CUST102537,7.0,110.55,Month-to-month,Fiber optic,Electronic check,No
CUST107008,8.0,42.08,Two year,Fiber optic,Bank transfer,
CUST108305,37.0,114.9,Month-to-month,Fiber optic,Bank transfer,No
CUST102386,7.0,,One year,Fiber optic,Credit card,No
CUST107136,14.0,20.61,Month-to-month,Fiber optic,Bank transfer,Yes
CUST105996,1.0,41.51,Month-to-month,Fiber optic,Credit card,No
CUST103625,15.0,,Two year,DSL,Bank transfer,No
CUST105141,36.0,61.22,Month-to-month,Fiber optic,Electronic check,No
CUST106852,31.0,71.79,One year,Fiber optic,Bank transfer,No
CUST100545,25.0,115.94,Month-to-month,DSL,Credit card,No
CUST100853,17.0,88.16,Month-to-month,DSL,Mailed check,
CUST100197,12.0,101.29,,Fiber optic,Electronic check,No
CUST109104,17.0,9999.0,Two year,Fiber optic,Mailed check,No
CUST108882,23.0,20.13,Month-to-month,Fiber optic,Bank transfer,No
CUST101676,13.0,unknown,Month-to-month,Fiber optic,Bank transfer,Yes
CUST104460,36.0,110.19,,Fiber optic,Bank transfer, yes
CUST101593,1.0,58.95,Month-to-month,Fiber optic,Bank transfer,Yes
CUST110047,18.0,30.92,,Fiber optic,Credit card,NO 
CUST109682,,74.13,Month-to-month,No,Electronic check,Yes
CUST101094,29.0,99.0,Two year,DSL,Bank transfer,Yes
CUST109203,22.0,73.44,Month-to-month,Fiber optic,Credit card,No
CUST101595,8.0,30.64,One year,Fiber optic,Electronic check,No
CUST110308,12.0,70.18,One year,Fiber optic,Bank transfer,No
CUST106603,46.0,87.59,Month-to-month,No,,No
CUST100667,24.0,20.54,Two year,No,Mailed check,No
CUST102732,5.0,34.24,Month-to-month,DSL,Electronic check,No
CUST102252,15.0,,One year,DSL,Bank transfer,No
CUST103857,2.0,,Month-to-month,DSL,Electronic check,No
CUST101208,9.0,102.43,Two year,Fiber optic,Electronic check,No
CUST108261,18.0,97.94,One year,DSL,Mailed check,Yes
CUST105164,25.0,56.66,Two year,Fiber optic,Bank transfer,No
CUST103143,15.0,108.91,Month-to-month,DSL,Bank transfer,Yes
CUST109271,,93.7,One year,Fiber optic,Electronic check,No
CUST108152,3.0,74.17,Month-to-month,DSL,Electronic check,No
CUST108940,53.0,51.38,Month-to-month,No,,Yes
CUST103910,17.0,84.76,Month-to-month,Fiber optic,Mailed check,No
CUST100772,9.0,64.71,Two year,,Mailed check,No
CUST100309,3.0,117.32,One year,No,Electronic check,No
CUST110481,22.0,40.2,Month-to-month,DSL,Credit card,No
CUST104474,17.0,78.0,Month-to-month,Fiber optic,Bank transfer,Yes
CUST103304,10.0,109.36,,Fiber optic,Bank transfer,Yes
CUST110795,33.0,73.91,One year,Fiber optic,Credit card,No
CUST103018,7.0,23.04,Month-to-month,DSL,Credit card,No
CUST106718,36.0,41.81,Two year,Fiber optic,Electronic check,No
CUST100116,9.0,99.72,Two year,Fiber optic,Bank transfer,No
CUST110884,9.0,102.32,One year,Fiber optic,Credit card,No
CUST101988,81.0,83.45,Two year,Fiber optic,Bank transfer,Yes
CUST106649,36.0,101.95,Month-to-month,DSL,Electronic check,No
CUST107433,22.0,74.8,Two year,Fiber optic,Bank transfer,No
CUST103111,N/A,102.32,Two year,DSL,Credit card,No
CUST110724,7.0,88.56,Two year,DSL,Mailed check,No
CUST103918,98.0,,One year,Fiber optic,Electronic check,No
CUST102995,10.0,,Month-to-month,DSL,Bank transfer,No
CUST103132,,93.39,One year,Fiber optic,Bank transfer,Yes
CUST105465,26.0,111.16,One year,DSL,Electronic check,
CUST109090,13.0,48.49,Month-to-month,Fiber optic,Electronic check,NO 
CUST108606,22.0,111.41,One year,Fiber optic,Electronic check,No
CUST108248,56.0,39.81,Month-to-month,DSL,Mailed check,No
CUST105093,3.0,46.92,Month-to-month,DSL,Mailed check,No
CUST107690,12.0,100.17,Month-to-month,Fiber optic,Electronic check,No
CUST105665,44.0,77.51,Month-to-month,No,Credit card,No
CUST108934,5.0,42.51,Month-to-month,DSL,Mailed check,No
CUST108879,50.0,51.33,Two year,No,Mailed check,No
CUST104126,15.0,31.5,One year,DSL,Bank transfer,No
CUST109210,37.0,29.84,One year,DSL,Bank transfer,No
CUST103178,23.0,103.7,Two year,No,Mailed check,No
CUST100738,19.0,39.2,One year,Fiber optic,Bank transfer,Yes
CUST100920,15.0,53.76,month to month,DSL,Bank transfer,No
CUST103698,19.0,40.83,One year,No,Bank transfer,Yes
CUST107377,N/A,33.7,Month-to-month,Fiber optic,Electronic check,Yes
CUST105097,13.0,39.95,Two year,Fiber optic,Bank transfer,No
CUST101483,11.0,47.16,One year,Fiber optic,Credit card,No
CUST105292,54.0,27.89,Month-to-month,Fiber optic,Mailed check,No
CUST110367,46.0,9999.0,Month-to-month,Fiber optic,Mailed check,Yes
CUST106921,N/A,114.42,Two year,Fiber optic,Electronic check,No
CUST101655,18.0,32.06,Month-to-month,Fiber optic,Electronic check,No
CUST100493,11.0,33.22,One year,DSL,Credit card,No
CUST103065,58.0,,Month-to-month,, electronic check ,No
CUST105656,12.0,38.71,Month-to-month,DSL,Electronic check,Yes
CUST109635,20.0,81.37,One year,DSL,Bank transfer,Yes
CUST109902,37.0,119.35,Month-to-month,,Electronic check,No
CUST100452,7.0,48.53,Month-to-month,Fiber optic,Bank transfer,Yes
CUST105270,21.0,64.25,Month-to-month,DSL,Bank transfer,No
CUST105171,10.0,111.08,Month-to-month,Fiber optic,Credit card,No
CUST102215,31.0,25.81,One year,No, electronic check ,Yes
CUST101684,8.0,96.73,One year,Fiber optic,Electronic check,No
CUST100480,26.0,unknown,Two year,DSL,Credit card,No
CUST100960,18.0,74.29,month to month,DSL,Electronic check,Yes
CUST100805,2.0,31.17,Month-to-month,Fiber optic,Credit card,No
CUST105890,62.0,31.65,Two year,No,,No
CUST104118,15.0,91.37,One year,Fiber optic,Electronic check,No
CUST110546,14.0,68.5,Month-to-month,DSL,Electronic check,Yes
CUST109751,22.0,84.76,One year,Fiber optic,Electronic check,Yes
CUST103727,35.0,29.01,One year,No,Bank transfer,Yes
CUST106087,55.0,108.94,,Fiber optic,Bank transfer,No
CUST107831,9.0,60.2,Month-to-month,Fiber optic,Bank transfer,No
CUST109037,44.0,85.49,Month-to-month,No,Electronic check,No
CUST104683,,94.93,One year,No,Credit card,Yes
CUST110729,26.0,69.58,Month-to-month,Fiber optic,Electronic check,No
CUST104486,30.0,,One year,DSL,Electronic check,No
CUST109797,0.0,95.58,Month-to-month,Fiber optic,Credit card,No
CUST103527,13.0,81.95,Two year,Fiber optic,Mailed check,No
CUST109040,14.0,87.4,Two year,DSL,Bank transfer,Yes
CUST110241,,100.82,Month-to-month,DSL,,Yes
CUST107165,13.0,106.41,Month-to-month,Fiber optic,Bank transfer,No
CUST110554,36.0,75.09,Month-to-month,Fiber optic,Mailed check,No
CUST110943,12.0,102.58,Month-to-month,Fiber optic,Electronic check,Yes
CUST109743,70.0,56.17,Month-to-month,No,Mailed check,Yes
CUST104449,11.0,99.7,One year,,Electronic check,No
CUST110518,12.0,75.9,Month-to-month,DSL,Bank transfer,No
CUST104392,25.0,113.91,Month-to-month,No,Electronic check,Yes
CUST103645,13.0,34.23,Two year,Fiber optic,Credit card,No
CUST103991,24.0,34.7,Month-to-month,DSL,Credit card,Yes
CUST104168,4.0,81.21,Month-to-month,,,No
CUST102032,19.0,117.82,Month-to-month,Fiber optic,Credit card,No
CUST110470,36.0,105.59,Month-to-month,,Mailed check,No
CUST106662,7.0,84.57,Month-to-month,No,Mailed check,No
CUST102546,15.0,74.4,Two year,Fiber optic,Credit card,Yes
CUST100193,9.0,64.4,Two year,Fiber optic,Bank transfer,No
CUST108750,39.0,90.89,,Fiber optic,Credit card,No
CUST102308,13.0,103.08,Two year,Fiber optic,Mailed check,No
CUST108987,22.0,43.59,Month-to-month,No,Electronic check,No
CUST104512,31.0,52.15,Two year,Fiber optic,Electronic check,Yes
CUST101727,N/A,97.38,Month-to-month,Fiber optic,Bank transfer,
CUST109518,15.0,unknown,One year,,Electronic check,Yes
CUST109756,37.0,35.78,One year,Fiber optic,Mailed check,Yes
CUST109969,30.0,85.74,Month-to-month,Fiber optic,Mailed check,Yes
CUST102290,13.0,unknown,Month-to-month,No,Bank transfer,Yes
CUST106303,26.0,68.32,Month-to-month,Fiber optic,Mailed check,No
CUST100698,57.0,79.97,One year,DSL,,No
CUST103405,11.0,87.66,Month-to-month,Fiber optic,,Yes
CUST108871,16.0,28.59,Month-to-month,,Electronic check,No
CUST107545,25.0,84.25,One year,Fiber optic,Credit card,Yes
CUST105242,64.0,27.2,Two year,Fiber optic,Bank transfer,No
CUST109374,48.0,119.42,Two year,No,Credit card,Yes
CUST102813,10.0,65.27,Month-to-month,DSL,Credit card,No
CUST104941,48.0,31.93,Month-to-month,Fiber optic,Mailed check,No
CUST103582,2.0,52.26,Two year,Fiber optic,,Yes
CUST104318,56.0,42.76,Month-to-month,No,Electronic check,No
CUST102396,40.0,91.86,Two year,Fiber optic,Bank transfer,Yes
CUST105400,20.0,60.88,One year,Fiber optic,Credit card,No
CUST109782,14.0,68.64,Month-to-month,DSL,,No
CUST100511,N/A,94.69,One year,Fiber optic,,Yes
CUST104734,13.0,55.46,Month-to-month,Fiber optic,Electronic check,Yes
CUST104574,22.0,91.88,,DSL,Mailed check,No
CUST103669,10.0,62.54,Two year,Fiber optic,Mailed check,No
CUST101311,31.0,63.0,Month-to-month,Fiber optic, electronic check ,NO 
CUST100903,9.0,110.3,Month-to-month,Fiber optic,,No
CUST108414,3.0,109.79,Month-to-month,DSL,Bank transfer,Yes
CUST108808,16.0,37.44,month to month,DSL,Credit card,No
CUST106398,13.0,108.13,Month-to-month,DSL,Electronic check,No
CUST106753,16.0,65.35,Two year,No,Mailed check,No
CUST108568,20.0,43.41,One year,Fiber optic,Credit card,No
CUST105910,13.0,93.63,Month-to-month,Fiber optic,Mailed check,No
CUST107780,N/A,87.16,Month-to-month,DSL,Bank transfer,Yes
CUST103233,31.0,96.33,Month-to-month,DSL,Mailed check,
CUST105741,12.0,40.13,One year,Fiber optic,Mailed check,No
CUST106559,25.0,31.87,Month-to-month,DSL,Mailed check,No
CUST104164,36.0,27.44,Month-to-month,Fiber optic,Credit card,Yes
CUST110000,5.0,114.97,One year,No,Credit card,Yes
CUST104138,9.0,78.87,Two year,Fiber optic,Mailed check,No
CUST107884,12.0,33.92,Month-to-month,,Electronic check,No
CUST102906,24.0,unknown,Two year,DSL,Bank transfer,No
CUST107158,5.0,89.76,Two year,No,Credit card,No
CUST102623,21.0,74.57,Month-to-month,Fiber optic,Credit card,No
CUST107537,32.0,44.45,,No,,No
CUST104762,2.0,63.11,Month-to-month,No,Credit card,Yes
CUST106434,21.0,51.71,Two year,Fiber optic,Credit card,Yes
CUST109195,12.0,88.33,Month-to-month,DSL,Credit card,No
CUST104410,0.0,46.3,One year,DSL,Electronic check,Yes
CUST101894,27.0,114.57,Two year,DSL,Mailed check,No
CUST101309,9.0,49.29,Month-to-month,Fiber optic,Mailed check,No
CUST102164,N/A,89.99,Two year,DSL,Mailed check,Yes
CUST101291,27.0,78.4,One year,Fiber optic,Electronic check,No
CUST105420,30.0,,One year,Fiber optic,Mailed check,No
CUST107031,61.0,32.37,Month-to-month,DSL,Bank transfer,No
CUST106321,47.0,111.73,Two year,No,Bank transfer,No
CUST108898,13.0,106.65,Month-to-month,DSL,Mailed check,Yes
CUST109131,23.0,111.25,Two year,,,No
CUST106825,4.0,35.6,Month-to-month,DSL,Credit card,No
CUST102692,49.0,54.21,Two year,DSL,Electronic check,No
CUST102391,28.0,29.29,Month-to-month,Fiber optic,Credit card,No
CUST103925,17.0,30.99,month to month,DSL,Mailed check, yes
CUST107067,,28.87,Month-to-month,DSL,Mailed check,Yes
CUST106301,10.0,58.08,One year,No,Electronic check,No
CUST100668,10.0,48.06,Month-to-month,No, electronic check ,No
CUST104247,15.0,,One year,Fiber optic,Credit card,Yes
CUST107941,1.0,39.68,One year,No, electronic check ,No
CUST102739,25.0,38.77,Month-to-month,No,Mailed check, yes
CUST105810,7.0,35.26,One year,Fiber optic,Credit card,No
CUST103523,42.0,90.02,month to month,Fiber optic,Credit card,No
CUST105983,5.0,72.56,Month-to-month,No,Bank transfer,Yes
CUST107856,28.0,66.3,Month-to-month,No,Mailed check,Yes
CUST109464,56.0,111.93,Month-to-month,DSL,Mailed check,No
CUST109498,51.0,106.52,One year,No,Electronic check,No
CUST102052,24.0,108.05,Month-to-month,Fiber optic,Bank transfer,No
CUST101329,19.0,76.42,Two year,Fiber optic,Credit card, yes
CUST102965,21.0,62.45,Month-to-month,DSL,Electronic check,No
CUST101386,13.0,unknown,Month-to-month,DSL,Bank transfer,No
CUST106585,40.0,25.28,One year,DSL,Electronic check,Yes
CUST104143,16.0,79.39,One year,DSL,Bank transfer,No
CUST104136,11.0,86.23,Month-to-month,DSL,Bank transfer,Yes
CUST109748,28.0,100.33,One year,No,Mailed check,No
CUST109483,52.0,88.23,Two year,DSL,Bank transfer,No
CUST104637,24.0,76.12,Month-to-month,Fiber optic,Bank transfer,Yes
CUST106751,2.0,,Month-to-month,DSL,Credit card,No
CUST106612,22.0,61.37,One year,Fiber optic,Credit card,No
CUST110482,27.0,43.47,Two year,Fiber optic,Credit card, yes
CUST102850,9.0,52.26,One year,DSL,Credit card,No
CUST110579,7.0,107.82,Month-to-month,DSL,,No
CUST108505,18.0,64.93,Month-to-month,Fiber optic,Credit card,No
CUST104675,18.0,75.5,month to month,Fiber optic,Credit card,No
CUST104142,62.0,58.74,Month-to-month,No,Electronic check,No
CUST109839,19.0,unknown,Two year,DSL,,No
CUST103965,20.0,73.17,One year,DSL,Bank transfer,No
CUST110411,14.0,54.11,One year,DSL,Mailed check,Yes
CUST100963,33.0,69.83,Month-to-month,Fiber optic,Electronic check,Yes
CUST100405,30.0,71.43,Month-to-month,No,,No
CUST105168,7.0,86.49,month to month,Fiber optic,Mailed check,No
CUST104250,25.0,91.88,One year,No,Bank transfer,
CUST107355,18.0,86.27,Month-to-month,Fiber optic,Credit card,
CUST110099,30.0,24.14,Month-to-month,Fiber optic,Bank transfer,Yes
CUST104800,42.0,26.64,One year,DSL,Credit card,No
CUST100231,13.0,73.57,Month-to-month,DSL,Mailed check,No
CUST106275,17.0,45.29,Month-to-month,No,Electronic check,No
CUST108029,35.0,60.99,Month-to-month,DSL,Mailed check,No
CUST106293,1.0,57.28,Month-to-month,No,Mailed check,No
CUST108718,8.0,,Month-to-month,Fiber optic,Credit card,No
CUST103958,20.0,27.31,One year,DSL,Electronic check,No
CUST105674,35.0,92.55,Month-to-month,DSL,Mailed check,No
CUST102852,17.0,47.71,Month-to-month,No,Mailed check,No
CUST105387,16.0,50.02,Month-to-month,No,Electronic check,No
CUST105758,23.0,105.1,Month-to-month,DSL,Credit card, yes
CUST105805,24.0,37.05,Month-to-month,Fiber optic,Electronic check,No
CUST103090,44.0,52.68,,No,Bank transfer,No
CUST110421,13.0,36.85,Month-to-month,,Bank transfer,No
CUST110324,15.0,89.91,Month-to-month,DSL,Bank transfer,No
CUST101696,18.0,112.63,Month-to-month,No,Mailed check,No
CUST101551,5.0,86.11,Month-to-month,DSL,Mailed check,Yes
CUST105118,68.0,98.28,Two year,Fiber optic,Bank transfer,No
CUST106500,23.0,94.39,Month-to-month,DSL,Electronic check,No
CUST103226,0.0,50.89,Two year,No,Credit card,No
CUST103315,35.0,41.23,Month-to-month,Fiber optic,Electronic check,No
CUST101548,6.0,22.88,Month-to-month,DSL,Mailed check,No
CUST104598,25.0,34.56,One year,DSL, electronic check ,
